nome;uf;cod_tse;cod_ibge
LIZARDA;TO;95699;1712405
LOANDA;PR;76635;4113502
LOBATO;PR;76651;4113601
LOGRADOURO;PB;19160;2508554
LONDRINA;PR;76678;4113700
LONTRAS;SC;81957;4209904
LONTRA;MG;40380;3138658
LORENA;SP;66451;3527207
LORETO;MA;8214;2106102
LOURDES;SP;62022;3527256
LOUVEIRA;SP;66478;3527306
LUCAS DO RIO VERDE;MT;90603;5105259
LUCENA;PB;20737;2508604
LUCIANÓPOLIS;SP;66516;3527504
LUCIARA;MT;91057;5105309
LUCRÉCIA;RN;17370;2406908
LUCÉLIA;SP;66494;3527405
LUIS CORREIA;PI;11134;2205706
LUISBURGO;MG;40983;3138674
LUISLÂNDIA;MG;41009;3138682
LUIZIANA;PR;75809;4113734
LUIZIÂNIA;SP;66559;3527702
LUMINÁRIAS;MG;47732;3138708
LUNARDELLI;PR;84590;4113759
LUPIONÓPOLIS;PR;76694;4113809
LUPÉRCIO;SP;66575;3527801
LUTÉCIA;SP;66591;3527900
LUZERNA;SC;81809;4210035
LUZILÂNDIA;PI;11150;2205805
LUZINÓPOLIS;TO;73520;1712454
LUZIÂNIA;GO;94455;5212501
LUZ;MG;47759;3138807
LUÍS ALVES;SC;81973;4210001
LUÍS ANTÔNIO;SP;66532;3527603
LUÍS DOMINGUES;MA;8230;2106201
LUÍS EDUARDO MAGALHÃES;BA;30007;2919553
LUÍS GOMES;RN;17396;2407005
LÁBREA;AM;2518;1302405
MACAJUBA;BA;36935;2919603
MACAMBIRA;SE;31739;2803708
MACAPARANA;PE;24791;2609006
MACAPÁ;AP;6050;1600303
MACARANI;BA;36951;2919702
MACATUBA;SP;66613;3528007
MACAUBAL;SP;66630;3528106
MACAU;RN;17434;2407203
MACAÉ;RJ;58475;3302403
MACAÍBA;RN;17418;2407104
MACAÚBAS;BA;36978;2919801
MACEDÔNIA;SP;66656;3528205
MACEIÓ;AL;27855;2704302
MACHACALIS;MG;47775;3138906
MACHADINHO DO OESTE;RO;396;1100130
MACHADINHO;RS;87351;4311700
MACHADOS;PE;24813;2609105
MACHADO;MG;47791;3139003
MACIEIRA;SC;80900;4210050
MACUCO;RJ;58386;3302452
MACURURÉ;BA;36994;2919900
MADALENA;CE;13021;2307635
MADEIRO;PI;12440;2205854
MADRE DE DEUS DE MINAS;MG;47813;3139102
MADRE DE DEUS;BA;39748;2919926
MAETINGA;BA;39756;2919959
MAFRA;SC;81990;4210100
MAGALHÃES BARATA;PA;4812;1504109
MAGALHÃES DE ALMEIDA;MA;8257;2106300
MAGDA;SP;66672;3528304
MAGÉ;RJ;58491;3302502
MAIQUINIQUE;BA;37010;2920007
MAIRINQUE;SP;66699;3528403
MAIRIPORÃ;SP;66710;3528502
MAIRIPOTABA;GO;94471;5212600
MAIRI;BA;37036;2920106
MAJOR GERCINO;SC;82015;4210209
MAJOR ISIDORO;AL;27871;2704401
MAJOR SALES;RN;16160;2407252
MAJOR VIEIRA;SC;82031;4210308
MALACACHETA;MG;47830;3139201
MALHADA DE PEDRAS;BA;37079;2920304
MALHADA DOS BOIS;SE;31755;2803807
MALHADA;BA;37052;2920205
MALHADOR;SE;31771;2803906
MALLET;PR;76716;4113908
MALTA;PB;20770;2508802
MAMANGUAPE;PB;20796;2508901
MAMBAÍ;GO;94498;5212709
MAMBORÊ;PR;76732;4114005
MAMONAS;MG;40401;3139250
MAMPITUBA;RS;88943;4311734
MANACAPURU;AM;2534;1302504
MANAQUIRI;AM;98396;1302553
MANARI;PE;23248;2609154
MANAUS;AM;2550;1302603
MANAÍRA;PB;20818;2509008
MANDAGUARI;PR;76775;4114203
MANDAGUAÇU;PR;76759;4114104
MANDIRITUBA;PR;76791;4114302
MANDURI;SP;66737;3528601
MANFRINÓPOLIS;PR;75469;4114351
MANGARATIBA;RJ;58513;3302601
MANGA;MG;47856;3139300
MANGUEIRINHA;PR;75116;4114401
MANHUAÇU;MG;47872;3139409
MANHUMIRIM;MG;47899;3139508
MANICORÉ;AM;2577;1302702
MANOEL EMÍDIO;PI;11177;2205904
MANOEL RIBAS;PR;76813;4114500
MANOEL URBANO;AC;1554;1200344
MANOEL VIANA;RS;86940;4311759
MANOEL VITORINO;BA;37095;2920403
MANSIDÃO;BA;39772;2920452
MANTENA;MG;47910;3139607
MANTENÓPOLIS;ES;56650;3203304
MAQUINÉ;RS;86967;4311775
MAR DE ESPANHA;MG;47953;3139805
MAR VERMELHO;AL;27979;2704906
MARA ROSA;GO;94510;5212808
MARABÁ PAULISTA;SP;66753;3528700
MARABÁ;PA;4839;1504208
MARACAJU;MS;91073;5005400
MARACAJÁ;SC;83917;4210407
MARACANAÚ;CE;15857;2307650
MARACANÃ;PA;4855;1504307
MARACAÇUMÉ;MA;7889;2106326
MARACAÍ;SP;66770;3528809
MARACÁS;BA;37117;2920502
MARAGOGIPE;BA;37133;2920601
MARAGOGI;AL;27898;2704500
MARAIAL;PE;24830;2609204
MARAJÁ DO SENA;MA;7900;2106359
MARANGUAPE;CE;14559;2307700
MARANHÃOZINHO;MA;7927;2106375
MARAPANIM;PA;4871;1504406
MARAPOAMA;SP;61867;3528858
MARATAÍZES;ES;56120;3203320
MARATÁ;RS;86983;4311791
MARAU;RS;87378;4311809
MARAVILHAS;MG;47937;3139706
MARAVILHA;AL;27910;2704609
MARAVILHA;SC;82058;4210506
MARAÃ;AM;2593;1302801
MARAÚ;BA;37150;2920700
MARCAÇÃO;PB;19968;2509057
MARCELINO RAMOS;RS;87394;4311908
MARCELINO VIEIRA;RN;17450;2407302
MARCELÂNDIA;MT;98710;5105580
MARCIONÍLIO SOUZA;BA;37176;2920809
MARCOLÂNDIA;PI;10367;2205953
MARCOS PARENTE;PI;11193;2206001
MARCO;CE;14575;2307809
MARECHAL CÂNDIDO RONDON;PR;76830;4114609
MARECHAL DEODORO;AL;27936;2704708
MARECHAL FLORIANO;ES;56103;3203346
MARECHAL THAUMATURGO;AC;1040;1200351
MAREMA;SC;82066;4210555
MARIA DA FÉ;MG;47970;3139904
MARIA HELENA;PR;76856;4114708
MARIALVA;PR;76872;4114807
MARIANA PIMENTEL;RS;87009;4311981
MARIANA;MG;47996;3140001
MARIANO MORO;RS;87416;4312005
MARIANÓPOLIS DO TOCANTINS;TO;92304;1712504
MARIBONDO;AL;27952;2704807
MARICÁ;RJ;58530;3302700
MARILAC;MG;48011;3140100
MARILENA;PR;79758;4115002
MARILUZ;PR;76899;4115101
MARILÂNDIA DO SUL;PR;74330;4114906
MARILÂNDIA;ES;57070;3203353
MARINGÁ;PR;76910;4115200
MARINÓPOLIS;SP;66834;3529104
MARIPÁ DE MINAS;MG;48038;3140209
MARIPÁ;PR;74500;4115358
MARITUBA;PA;4642;1504422
MARIZÓPOLIS;PB;19461;2509156
MARI;PB;20834;2509107
MARIÁPOLIS;SP;66796;3528908
MARIÓPOLIS;PR;76937;4115309
MARLIÉRIA;MG;48054;3140308
MARMELEIRO;PR;76953;4115408
MARMELÓPOLIS;MG;48070;3140407
MARQUES DE SOUZA;RS;88820;4312054
MARQUINHO;PR;75485;4115457
MARTINHO CAMPOS;MG;48097;3140506
MARTINS SOARES;MG;41041;3140530
MARTINS;RN;17477;2407401
MARTINÓPOLE;CE;14591;2307908
MARTINÓPOLIS;SP;66850;3529203
MARUIM;SE;31798;2804003
MARUMBI;PR;76970;4115507
MARZAGÃO;GO;94536;5212907
MARÍLIA;SP;66818;3529005
MASCOTE;BA;37192;2920908
MASSAPÊ DO PIAUÍ;PI;12467;2206050
MASSAPÊ;CE;14613;2308005
MASSARANDUBA;PB;20850;2509206
MASSARANDUBA;SC;82074;4210605
MATA DE SÃO JOÃO;BA;37214;2921005
MATA GRANDE;AL;27995;2705002
MATA ROMA;MA;8273;2106409
MATA VERDE;MG;40428;3140555
MATARACA;PB;20877;2509305
MATA;RS;87432;4312104
MATEIROS;TO;73270;1712702
MATELÂNDIA;PR;76996;4115606
MATERLÂNDIA;MG;48119;3140605
MATEUS LEME;MG;48135;3140704
MATHIAS LOBATO;MG;54313;3171501
MATIAS BARBOSA;MG;48151;3140803
MATIAS CARDOSO;MG;40444;3140852
MATIAS OLÍMPIO;PI;11215;2206100
MATINA;BA;37222;2921054
MATINHAS;PB;19143;2509339
MATINHA;MA;8290;2106508
MATINHOS;PR;79634;4115705
MATIPÓ;MG;48178;3140902
MATO CASTELHANO;RS;87025;4312138
MATO GROSSO;PB;19488;2509370
MATO LEITÃO;RS;87041;4312153
MATO QUEIMADO;RS;89303;4312179
MATO RICO;PR;74527;4115739
MATO VERDE;MG;48194;3141009
MATOS COSTA;SC;82090;4210704
MATOZINHOS;MG;48216;3141108
MATRINCHÃ;GO;92320;5212956
MATRIZ DE CAMARAGIBE;AL;28010;2705101
MATUPÁ;MT;90620;5105606
MATURÉIA;PB;19984;2509396
MATUTINA;MG;48232;3141207
MATÃO;SP;66877;3529302
MATÕES DO NORTE;MA;7943;2106631
MATÕES;MA;8311;2106607
MAURILÂNDIA DO TOCANTINS;TO;73059;1712801
MAURILÂNDIA;GO;94579;5213004
MAURITI;CE;14630;2308104
MAUÁ DA SERRA;PR;74543;4115754
MAUÁ;SP;66893;3529401
MAUÉS;AM;2615;1302900
MAXARANGUAPE;RN;17493;2407500
MAXIMILIANO DE ALMEIDA;RS;87459;4312203
MAZAGÃO;AP;6076;1600402
MAÇAMBARÁ;RS;88447;4311718
MEDEIROS NETO;BA;37230;2921104
MEDEIROS;MG;48259;3141306
MEDIANEIRA;PR;77011;4115804
MEDICILÂNDIA;PA;5770;1504455
MEDINA;MG;48275;3141405
MELEIRO;SC;82112;4210803
MELGAÇO;PA;4898;1504505
MENDES PIMENTEL;MG;48291;3141504
MENDES;RJ;58556;3302809
MENDONÇA;SP;66915;3529500
MERCEDES;PR;74560;4115853
MERCÊS;MG;48313;3141603
MERIDIANO;SP;66931;3529609
MERUOCA;CE;14656;2308203
MESQUITA;MG;48330;3141702
MESQUITA;RJ;58467;3302858
MESSIAS TARGINO;RN;17213;2407609
MESSIAS;AL;28037;2705200
MESÓPOLIS;SP;61964;3529658
MIGUEL ALVES;PI;11231;2206209
MIGUEL CALMON;BA;37257;2921203
MIGUEL LEÃO;PI;11258;2206308
MIGUEL PEREIRA;RJ;58572;3302908
MIGUELÓPOLIS;SP;66958;3529708
MILAGRES DO MARANHÃO;MA;7960;2106672
MILAGRES;BA;37273;2921302
MILAGRES;CE;14672;2308302
MILHÃ;CE;15970;2308351
MILTON BRANDÃO;PI;12246;2206357
MIMOSO DE GOIÁS;GO;92347;5213053
MIMOSO DO SUL;ES;56677;3203403
MINADOR DO NEGRÃO;AL;28053;2705309
MINAS DO LEÃO;RS;87068;4312252
MINAS NOVAS;MG;48356;3141801
MINAÇU;GO;96474;5213087
MINDURI;MG;48372;3141900
MINEIROS DO TIETÊ;SP;66974;3529807
MINEIROS;GO;94595;5213103
MINISTRO ANDREAZZA;RO;604;1101203
MIRA ESTRELA;SP;67016;3530003
MIRABELA;MG;48399;3142007
MIRACATU;SP;66990;3529906
MIRACEMA DO TOCANTINS;TO;94617;1713205
MIRACEMA;RJ;58599;3303005
MIRADOR;MA;8338;2106706
MIRADOR;PR;77038;4115903
MIRADOURO;MG;48410;3142106
MIRAGUAÍ;RS;87475;4312302
MIRANDA DO NORTE;MA;9695;2106755
MIRANDA;MS;91111;5005608
MIRANDIBA;PE;24856;2609303
MIRANDÓPOLIS;SP;67032;3530102
MIRANGABA;BA;37290;2921401
MIRANORTE;TO;94633;1713304
MIRANTE DA SERRA;RO;574;1101302
MIRANTE DO PARANAPANEMA;SP;67059;3530201
MIRANTE;BA;37303;2921450
MIRASELVA;PR;77054;4116000
MIRASSOL D'OESTE;MT;91774;5105622
MIRASSOL;SP;67075;3530300
MIRASSOLÂNDIA;SP;67091;3530409
MIRAVÂNIA;MG;41068;3142254
MIRAÍMA;CE;14680;2308377
MIRAÍ;MG;48437;3142205
MIRIM DOCE;SC;80365;4210852
MIRINZAL;MA;8354;2106805
MISSAL;PR;84697;4116059
MISSÃO VELHA;CE;14699;2308401
MOCAJUBA;PA;4910;1504604
MOCOCA;SP;67113;3530508
MODELO;SC;82139;4210902
MOEDA;MG;48453;3142304
MOEMA;MG;48470;3142403
MOGEIRO;PB;20893;2509404
MOGI DAS CRUZES;SP;67130;3530607
MOGI GUAÇU;SP;67156;3530706
MOGI MIRIM;SP;67172;3530805
MOIPORÁ;GO;94650;5213400
MOITA BONITA;SE;31810;2804102
MOJU;PA;4936;1504703
MOJUÍ DOS CAMPOS;PA;4863;1504752
MOMBAÇA;CE;14710;2308500
MOMBUCA;SP;67199;3530904
MONDAÍ;SC;82155;4211009
MONGAGUÁ;SP;67237;3531100
MONJOLOS;MG;48496;3142502
MONSENHOR GIL;PI;11274;2206407
MONSENHOR HIPÓLITO;PI;11290;2206506
MONSENHOR PAULO;MG;48518;3142601
MONSENHOR TABOSA;CE;14737;2308609
MONTADAS;PB;20915;2509503
MONTALVÂNIA;MG;48534;3142700
MONTANHAS;RN;17531;2407708
MONTANHA;ES;56693;3203502
MONTAURI;RS;85820;4312351
MONTE ALEGRE DE GOIÁS;GO;94676;5213509
MONTE ALEGRE DE MINAS;MG;48550;3142809
MONTE ALEGRE DE SERGIPE;SE;31836;2804201
MONTE ALEGRE DO PIAUÍ;PI;11312;2206605
MONTE ALEGRE DO SUL;SP;67253;3531209
MONTE ALEGRE DOS CAMPOS;RS;88803;4312377
MONTE ALEGRE;PA;4952;1504802
MONTE ALEGRE;RN;17558;2407807
MONTE ALTO;SP;67270;3531308
MONTE APRAZÍVEL;SP;67296;3531407
MONTE AZUL PAULISTA;SP;67318;3531506
MONTE AZUL;MG;48577;3142908
MONTE BELO DO SUL;RS;87084;4312385
MONTE BELO;MG;48593;3143005
MONTE CARLO;SC;80004;4211058
MONTE CARMELO;MG;48615;3143104
MONTE CASTELO;SC;82171;4211108
MONTE CASTELO;SP;67334;3531605
MONTE DAS GAMELEIRAS;RN;17574;2407906
MONTE DO CARMO;TO;94692;1713601
MONTE FORMOSO;MG;41084;3143153
MONTE HOREBE;PB;20931;2509602
MONTE MOR;SP;67377;3531803
MONTE NEGRO;RO;663;1101401
MONTE SANTO DE MINAS;MG;48631;3143203
MONTE SANTO DO TOCANTINS;TO;73563;1713700
MONTE SANTO;BA;37311;2921500
MONTE SIÃO;MG;48674;3143401
MONTEIRO LOBATO;SP;67350;3531704
MONTEIRO;PB;20958;2509701
MONTEIRÓPOLIS;AL;28070;2705408
MONTENEGRO;RS;87491;4312401
MONTES ALTOS;MA;8397;2107001
MONTES CLAROS DE GOIÁS;GO;94714;5213707
MONTES CLAROS;MG;48658;3143302
MONTEZUMA;MG;40460;3143450
MONTIVIDIU DO NORTE;GO;93181;5213772
MONTIVIDIU;GO;92363;5213756
MONÇÃO;MA;8370;2106904
MONÇÕES;SP;67210;3531001
MORADA NOVA DE MINAS;MG;48690;3143500
MORADA NOVA;CE;14753;2308708
MORAÚJO;CE;14770;2308807
MOREILÂNDIA;PE;25852;2614303
MOREIRA SALES;PR;77070;4116109
MORENO;PE;24872;2609402
MORMAÇO;RS;87106;4312427
MORPARÁ;BA;37338;2921609
MORRETES;PR;77097;4116208
MORRINHOS DO SUL;RS;87122;4312443
MORRINHOS;CE;14796;2308906
MORRINHOS;GO;94730;5213806
MORRO AGUDO DE GOIÁS;GO;92169;5213855
MORRO AGUDO;SP;67393;3531902
MORRO CABEÇA NO TEMPO;PI;10880;2206654
MORRO DA FUMAÇA;SC;82198;4211207
MORRO DA GARÇA;MG;48712;3143609
MORRO DO CHAPÉU DO PIAUÍ;PI;12459;2206670
MORRO DO CHAPÉU;BA;37354;2921708
MORRO DO PILAR;MG;48739;3143708
MORRO GRANDE;SC;81086;4211256
MORRO REDONDO;RS;86185;4312450
MORRO REUTER;RS;87149;4312476
MORROS;MA;8419;2107100
MORTUGABA;BA;37370;2921807
MORUNGABA;SP;67415;3532009
MOSSORÓ;RN;17590;2408003
MOSSÂMEDES;GO;94757;5213905
MOSTARDAS;RS;87513;4312500
MOTUCA;SP;61069;3532058
MOZARLÂNDIA;GO;94773;5214002
MUANÁ;PA;4979;1504901
MUCAJAÍ;RR;3093;1400308
MUCAMBO;CE;14818;2309003
MUCUGÊ;BA;37397;2921906
MUCURICI;ES;56715;3203601
MUCURI;BA;37419;2922003
MUITOS CAPÕES;RS;88544;4312617
MULITERNO;RS;87165;4312625
MULUNGU DO MORRO;BA;37427;2922052
MULUNGU;CE;14834;2309102
MULUNGU;PB;20974;2509800
MUNDO NOVO;BA;37435;2922102
MUNDO NOVO;GO;96512;5214051
MUNDO NOVO;MS;91790;5005681
MUNHOZ DE MELO;PR;77119;4116307
MUNHOZ;MG;48755;3143807
MUNIZ FERREIRA;BA;37451;2922201
MUNIZ FREIRE;ES;56731;3203700
MUQUI;ES;56758;3203809
MUQUÉM DO SÃO FRANCISCO;BA;37460;2922250
MURIAÉ;MG;48771;3143906
MURIBECA;SE;31852;2804300
MURICI DOS PORTELAS;PI;12475;2206696
MURICILÂNDIA;TO;73342;1713957
MURICI;AL;28096;2705507
MURITIBA;BA;37478;2922300
MURUTINGA DO SUL;SP;67431;3532108
MUTUM;MG;48798;3144003
MUTUNÓPOLIS;GO;94790;5214101
MUTUÍPE;BA;37494;2922409
MUZAMBINHO;MG;48810;3144102
MUÇUM;RS;87530;4312609
MÁRIO CAMPOS;MG;41025;3140159
MÂNCIO LIMA;AC;1090;1200336
MÃE D'ÁGUA;PB;20753;2508703
MÃE DO RIO;PA;4103;1504059
NACIP RAYDAN;MG;48836;3144201
NANTES;SP;62340;3532157
NANUQUE;MG;48852;3144300
NAQUE;MG;40487;3144359
NARANDIBA;SP;67458;3532207
NATAL;RN;17612;2408102
NATALÂNDIA;MG;41106;3144375
NATIVIDADE DA SERRA;SP;67474;3532306
NATIVIDADE;RJ;58610;3303104
NATIVIDADE;TO;94811;1714203
NATUBA;PB;20990;2509909
NATÉRCIA;MG;48879;3144409
NAVEGANTES;SC;82210;4211306
NAVIRAÍ;MS;91138;5005707
NAZARENO;MG;48895;3144508
NAZAREZINHO;PB;21016;2510006
NAZARÉ DA MATA;PE;24899;2609501
NAZARÉ DO PIAUÍ;PI;11339;2206704
NAZARÉ PAULISTA;SP;67490;3532405
NAZARÉ;BA;37516;2922508
NAZARÉ;TO;94838;1714302
NAZÁRIA;PI;12726;2206720
NAZÁRIO;GO;94854;5214408
NEPOMUCENO;MG;48917;3144607
NERÓPOLIS;GO;94870;5214507
NEVES PAULISTA;SP;67512;3532504
NEÓPOLIS;SE;31879;2804409
NHAMUNDÁ;AM;2631;1303007
NHANDEARA;SP;67539;3532603
NICOLAU VERGUEIRO;RS;87181;4312674
NILO PEÇANHA;BA;37532;2922607
NILÓPOLIS;RJ;58637;3303203
NINA RODRIGUES;MA;8435;2107209
NINHEIRA;MG;41122;3144656
NIOAQUE;MS;91154;5005806
NIPOÃ;SP;67555;3532702
NIQUELÂNDIA;GO;94897;5214606
NITERÓI;RJ;58653;3303302
NOBRES;MT;91170;5105903
NONOAI;RS;87572;4312708
NORDESTINA;BA;39799;2922656
NORMANDIA;RR;3115;1400407
NORTELÂNDIA;MT;91197;5106000
NOSSA SENHORA APARECIDA;SE;31356;2804458
NOSSA SENHORA DA GLÓRIA;SE;31895;2804508
NOSSA SENHORA DAS DORES;SE;31917;2804607
NOSSA SENHORA DAS GRAÇAS;PR;77135;4116406
NOSSA SENHORA DE LOURDES;SE;31933;2804706
NOSSA SENHORA DE NAZARÉ;PI;10928;2206753
NOSSA SENHORA DO LIVRAMENTO;MT;91219;5106109
NOSSA SENHORA DO SOCORRO;SE;31950;2804805
NOSSA SENHORA DOS REMÉDIOS;PI;11355;2206803
NOVA ALIANÇA DO IVAÍ;PR;77151;4116505
NOVA ALIANÇA;SP;67571;3532801
NOVA ALVORADA DO SUL;MS;55000;5006002
NOVA ALVORADA;RS;86169;4312757
NOVA AMÉRICA DA COLINA;PR;77178;4116604
NOVA AMÉRICA;GO;94919;5214705
NOVA ANDRADINA;MS;91235;5006200
NOVA ARAÇÁ;RS;87599;4312807
NOVA AURORA;GO;94935;5214804
NOVA AURORA;PR;79650;4116703
NOVA BANDEIRANTES;MT;90387;5106158
NOVA BASSANO;RS;87610;4312906
NOVA BELÉM;MG;41149;3144672
NOVA BOA VISTA;RS;87203;4312955
NOVA BRASILÂNDIA DO OESTE;RO;370;1100148
NOVA BRASILÂNDIA;MT;89818;5106208
NOVA BRÉSCIA;RS;87637;4313003
NOVA CAMPINA;SP;61980;3532827
NOVA CANAÃ DO NORTE;MT;98752;5106216
NOVA CANAÃ PAULISTA;SP;61425;3532843
NOVA CANAÃ;BA;37559;2922706
NOVA CANDELÁRIA;RS;88226;4313011
NOVA CANTU;PR;77194;4116802
NOVA CASTILHO;SP;62367;3532868
NOVA COLINAS;MA;7986;2107258
NOVA CRIXÁS;GO;96539;5214838
NOVA CRUZ;RN;17655;2408300
NOVA ERA;MG;48933;3144706
NOVA ERECHIM;SC;82236;4211405
NOVA ESPERANÇA DO PIRIÁ;PA;4480;1504950
NOVA ESPERANÇA DO SUDOESTE;PR;75027;4116950
NOVA ESPERANÇA DO SUL;RS;85120;4313037
NOVA ESPERANÇA;PR;77216;4116901
NOVA EUROPA;SP;67598;3532900
NOVA FLORESTA;PB;21032;2510105
NOVA FRIBURGO;RJ;58670;3303401
NOVA FÁTIMA;BA;37567;2922730
NOVA FÁTIMA;PR;77232;4117008
NOVA GLÓRIA;GO;96555;5214861
NOVA GRANADA;SP;67610;3533007
NOVA GUARITA;MT;90140;5108808
NOVA GUATAPORANGA;SP;67636;3533106
NOVA HARTZ;RS;84816;4313060
NOVA IBIÁ;BA;39969;2922755
NOVA IGUAÇU DE GOIÁS;GO;93084;5214879
NOVA IGUAÇU;RJ;58696;3303500
NOVA INDEPENDÊNCIA;SP;67652;3533205
NOVA IORQUE;MA;8451;2107308
NOVA IPIXUNA;PA;4600;1504976
NOVA ITABERABA;SC;80322;4211454
NOVA ITARANA;BA;37575;2922805
NOVA LACERDA;MT;90867;5106182
NOVA LARANJEIRAS;PR;74586;4117057
NOVA LIMA;MG;48950;3144805
NOVA LONDRINA;PR;77259;4117107
NOVA LUZITÂNIA;SP;67679;3533304
NOVA MAMORÉ;RO;434;1100338
NOVA MARILÂNDIA;MT;90166;5108857
NOVA MARINGÁ;MT;90123;5108907
NOVA MONTE VERDE;MT;90360;5108956
NOVA MUTUM;MT;90646;5106224
NOVA MÓDICA;MG;48976;3144904
NOVA NAZARÉ;MT;90964;5106174
NOVA ODESSA;SP;67695;3533403
NOVA OLINDA DO MARANHÃO;MA;8001;2107357
NOVA OLINDA DO NORTE;AM;2658;1303106
NOVA OLINDA;CE;14850;2309201
NOVA OLINDA;PB;21059;2510204
NOVA OLINDA;TO;96636;1714880
NOVA OLÍMPIA;MT;98736;5106232
NOVA OLÍMPIA;PR;79677;4117206
NOVA PALMA;RS;87653;4313102
NOVA PALMEIRA;PB;21075;2510303
NOVA PETRÓPOLIS;RS;87670;4313201
NOVA PONTE;MG;48992;3145000
NOVA PORTEIRINHA;MG;41165;3145059
NOVA PRATA DO IGUAÇU;PR;79952;4117255
NOVA PRATA;RS;87696;4313300
NOVA PÁDUA;RS;87220;4313086
NOVA RAMADA;RS;88560;4313334
NOVA REDENÇÃO;BA;37583;2922854
NOVA RESENDE;MG;49018;3145109
NOVA ROMA DO SUL;RS;84751;4313359
NOVA ROMA;GO;94951;5214903
NOVA ROSALÂNDIA;TO;92401;1715002
NOVA RUSSAS;CE;14877;2309300
NOVA SANTA BÁRBARA;PR;74608;4117214
NOVA SANTA HELENA;MT;89826;5106190
NOVA SANTA RITA;PI;10960;2207959
NOVA SANTA RITA;RS;87246;4313375
NOVA SANTA ROSA;PR;79790;4117222
NOVA SERRANA;MG;49034;3145208
NOVA SOURE;BA;37591;2922904
NOVA TEBAS;PR;75760;4117271
NOVA TIMBOTEUA;PA;4995;1505007
NOVA TRENTO;SC;82252;4211504
NOVA UBIRATÃ;MT;90883;5106240
NOVA UNIÃO;MG;47317;3136603
NOVA UNIÃO;RO;744;1101435
NOVA VENEZA;GO;94978;5215009
NOVA VENEZA;SC;82279;4211603
NOVA VENÉCIA;ES;56774;3203908
NOVA VIÇOSA;BA;37613;2923001
NOVA XAVANTINA;MT;91952;5106257
NOVAIS;SP;61409;3533254
NOVO ACORDO;TO;94994;1715101
NOVO AIRÃO;AM;2011;1303205
NOVO ALEGRE;TO;73148;1715150
NOVO ARIPUANÃ;AM;2674;1303304
NOVO BARREIRO;RS;87262;4313490
NOVO BRASIL;GO;95010;5215207
NOVO CABRAIS;RS;88684;4313391
NOVO CRUZEIRO;MG;49050;3145307
NOVO GAMA;GO;93327;5215231
NOVO HAMBURGO;RS;87718;4313409
NOVO HORIZONTE DO NORTE;MT;98795;5106273
NOVO HORIZONTE DO OESTE;RO;515;1100502
NOVO HORIZONTE DO SUL;MS;55042;5006259
NOVO HORIZONTE;BA;39942;2923035
NOVO HORIZONTE;SC;80764;4211652
NOVO HORIZONTE;SP;67717;3533502
NOVO ITACOLOMI;PR;74420;4117297
NOVO JARDIM;TO;73172;1715259
NOVO LINO;AL;28118;2705606
NOVO MACHADO;RS;87289;4313425
NOVO MUNDO;MT;90808;5106265
NOVO ORIENTE DE MINAS;MG;40509;3145356
NOVO ORIENTE DO PIAUÍ;PI;11371;2206902
NOVO ORIENTE;CE;14893;2309409
NOVO PLANALTO;GO;92444;5215256
NOVO PROGRESSO;PA;4383;1505031
NOVO REPARTIMENTO;PA;4421;1505064
NOVO SANTO ANTÔNIO;MT;90948;5106315
NOVO SANTO ANTÔNIO;PI;10901;2206951
NOVO SÃO JOAQUIM;MT;98779;5106281
NOVO TIRADENTES;RS;87300;4313441
NOVO TRIUNFO;BA;37621;2923050
NOVO XINGU;RS;89320;4313466
NOVORIZONTE;MG;41181;3145372
NUPORANGA;SP;67733;3533601
NÃO-ME-TOQUE;RS;87556;4312658
NÍSIA FLORESTA;RN;17639;2408201
OCARA;CE;13307;2309458
OCAUÇU;SP;67750;3533700
OEIRAS DO PARÁ;PA;5037;1505205
OEIRAS;PI;11398;2207009
OIAPOQUE;AP;6092;1600501
OLARIA;MG;49077;3145406
OLHO D'ÁGUA DAS CUNHÃS;MA;8478;2107407
OLHO D'ÁGUA DAS FLORES;AL;28134;2705705
OLHO D'ÁGUA DO BORGES;RN;17671;2408409
OLHO D'ÁGUA DO CASADO;AL;28150;2705804
OLHO D'ÁGUA DO PIAUÍ;PI;12483;2207108
OLHO D'ÁGUA GRANDE;AL;28177;2705903
OLHO D'ÁGUA;PB;21091;2510402
OLHOS D'ÁGUA;MG;41203;3145455
OLINDA NOVA DO MARANHÃO;MA;8028;2107456
OLINDA;PE;24910;2609600
OLINDINA;BA;37630;2923100
OLIVEDOS;PB;21113;2510501
OLIVEIRA DE FÁTIMA;TO;73466;1715507
OLIVEIRA DOS BREJINHOS;BA;37656;2923209
OLIVEIRA FORTES;MG;49131;3145703
OLIVEIRA;MG;49115;3145604
OLIVENÇA;AL;28193;2706000
OLÍMPIA;SP;67792;3533908
OLÍMPIO NORONHA;MG;49093;3145505
ONDA VERDE;SP;67814;3534005
ONÇA DE PITANGUI;MG;49158;3145802
ORATÓRIOS;MG;41220;3145851
ORIENTE;SP;67830;3534104
ORINDIÚVA;SP;67857;3534203
ORIXIMINÁ;PA;5053;1505304
ORIZONA;GO;95036;5215306
ORIZÂNIA;MG;41246;3145877
ORLEANS;SC;82295;4211702
ORLÂNDIA;SP;67873;3534302
OROBÓ;PE;24937;2609709
OROCÓ;PE;24953;2609808
ORTIGUEIRA;PR;77275;4117305
ORÓS;CE;14915;2309508
OSASCO;SP;67890;3534401
